NAME,COUNTY,ELEV_IN_M
Baker,Stoddard,89
Woodson,Pulaski,76
Penermon,Stoddard,90
Alexander,Pulaski,109
Saddlebrooke,Christian,291
McAlmont,Pulaski,82
Pinhook,Mississippi,92
Cammack Village,Pulaski,154
Wilson City,Mississippi,95
Florence,Lauderdale,167
Leawood,Newton,305
Brinkley,Monroe,64
Dennis Acres,Newton,322
Athens,Limestone,220
Redings Mill,Newton,320
Saginaw,Newton,287
Lynchburg,DeSoto,92
Shoal Creek Drive,Newton,317
Harvest,Madison,254
Silver Creek,Newton,316
Hazel Green,Madison,242
Wentworth,Newton,373
Meridianville,Madison,241
Moores Mill,Madison,210
Indian Point,Stone,297
Coney Island,Stone,298
New Market,Madison,231
McCord Bend,Stone,296
Bridgeport,Jackson,205
Arrow Point,Barry,324
Eton,Murray,228
Emerald Beach,Barry,299
Blue Ridge,Fannin,537
North Lilbourn,New Madrid,86
Indian Springs,Catoosa,220
Kirbyville,Taney,306
Lakeview,Catoosa,231
Merriam Woods,Taney,265
Fort Oglethorpe,Catoosa,222
Taneyville,Taney,327
Blairsville,Union,577
Bakersfield,Ozark,214
Half Moon,Onslow,9
Theodosia,Ozark,271
Sneads Ferry,Onslow,8
Ginger Blue,McDonald,257
Piney Green,Onslow,12
Colonial Heights,Sullivan,438
Pumpkin Center,Onslow,13
Fall Branch,Washington,454
Shannon,Robeson,61
Raemon,Robeson,51
Fairplains,Wilkes,391
Rex,Robeson,58
Pascola,Pemiscot,81
Buffalo,Union,180
Fairfield Glade,Cumberland,636
Monarch Mill,Union,195
Eagleton Village,Blount,289
North Tunica,Tunica,59
Enochville,Rowan,262
Fort Payne,DeKalb,275
Fairview,Buncombe,678
Butters,Bladen,35
Elroy,Wayne,34
White Oak,Bladen,17
Cullowhee,Jackson,645
Kelly,Bladen,8
East Flat Rock,Henderson,673
Salem,Saline,143
Etowah,Henderson,642
Haskell,Saline,92
Fairmount,Hamilton,594
Benton,Saline,124
Fairfield Harbour,Craven,2
Bryant,Saline,126
Delway,Sampson,39
East Ellijay,Gilmer,388
Dunean,Greenville,298
Ellijay,Gilmer,390
Dundarrach,Hoke,68
Baldwin,Habersham,467
East Gaffney,Cherokee,235
Raoul,Habersham,433
East Rockingham,Richmond,77
Homeland Park,Anderson,239
Elgin,Lancaster,183
Boston,Thomas,63
Anderson,Anderson,240
College Station,Pulaski,97
Folkston,Charlton,24
Hahira,Lowndes,70
Piedmont,Anderson,241
Fairview,Walker,259
Bogalusa,Washington,29
Powdersville,Anderson,297
Elrod,Robeson,49
Graceville,Jackson,47
Belton,Anderson,269
East End,Saline,107
Natalbany,Tangipahoa,15
Bennettsville,Marlboro,47
Cokesbury,Greenwood,192
Hammond,Tangipahoa,13
Coronaca,Greenwood,170
Joanna,Laurens,185
Dentsville,Richland,72
Ferry Pass,Escambia,34
Mountville,Laurens,191
Dalzell,Sumter,66
Princeton,Laurens,232
Gonzalez,Escambia,47
Fair Oaks,Cobb,336
Hot Springs Village,Garland,239
Druid Hills,DeKalb,279
Goulding,Escambia,22
Lake Hamilton,Garland,137
Edgewater,Jefferson,162
Bellview,Escambia,24
Piney,Garland,128
Concord,Jefferson,181
Brent,Escambia,30
Baldwyn,Prentiss,122
Warrington,Escambia,2
Evans,Columbia,127
Avondale Estates,DeKalb,312
Grubbs,Jackson,70
West Pensacola,Escambia,23
North Atlanta,DeKalb,304
Booneville,Prentiss,158
Campbell Station,Jackson,71
North Decatur,DeKalb,303
Conley,Clayton,259
Molino,Escambia,10
Alcoa,Blount,257
Grannis,Polk,286
East Newnan,Coweta,276
Myrtle Grove,Escambia,14
Panthersville,DeKalb,271
Redwater,Leake,117
Friendsville,Blount,268
Redan,DeKalb,298
Bagdad,Santa Rosa,5
Hamilton,Harris,235
Helenwood,Scott,423
Hartselle,Morgan,205
East Griffin,Spalding,266
Pace,Santa Rosa,18
Fearrington Village,Chatham,140
Alexandria,Calhoun,175
Garfield,Emanuel,85
Harrogate,Claiborne,404
Greenville,Pitt,17
Adrian,Johnson,86
Saks,Calhoun,250
Allardt,Fentress,511
Blue Ridge,Elmore,112
Avery Creek,Buncombe,670
Gulf Breeze,Santa Rosa,5
Anniston,Calhoun,218
Experiment,Spalding,289
Elaine,Phillips,52
Flat Rock,Surry,349
Bent Creek,Buncombe,671
Emmet,Nevada,97
Grambling,Lincoln,93
Toast,Surry,325
Ashdown,Little River,98
Hardeeville,Jasper,8
Swannanoa,Buncombe,670
White Plains,Surry,343
Foreman,Little River,127
Butler,Taylor,196
Asheville,Buncombe,649
Auburn,Lee,215
Royal Pines,Buncombe,693
South Henderson,Vance,154
Good Hope,Walton,242
Wright,Okaloosa,13
Fayette,Fayette,111
Claiborne,Ouachita,48
Brownsville,Haywood,119
Eden,Rockingham,181
Eastwood,Bossier,73
Fairmount,Gordon,227
Fairfield Bay,Van Buren,265
South Weldon,Halifax,28
Bremen,Haralson,425
Swartz,Ouachita,28
Ocean City,Okaloosa,3
Dublin,Laurens,68
West Canton,Haywood,831
Hunter,Carter,478
Buchanan,Haralson,379
Lake Junaluska,Haywood,778
Central,Carter,505
Grenada,Grenada,66
Dudley,Laurens,102
Collinsville,Lauderdale,138
Calhoun,Gordon,201
Fort Walton Beach,Okaloosa,2
Oak Grove,Calhoun,104
East Dublin,Laurens,76
Altus,Franklin,165
Roan Mountain,Carter,786
Gloverville,Aiken,62
Burton,Beaufort,10
Branch,Franklin,142
Elizabethton,Carter,465
Lugoff,Kershaw,82
Hartman,Johnson,119
Bonifay,Holmes,40
Elizabeth City,Pasquotank,1
Belvedere,Aiken,148
Laurel Bay,Beaufort,11
Beaufort,Beaufort,3
Alma,Crawford,132
Greenfield,Weakley,131
Clearwater,Aiken,45
Dyer,Crawford,131
Gentry,Benton,376
Aiken,Aiken,157
Fort Valley,Peach,159
Camden,Kershaw,58
Gravette,Benton,371
Forestdale,Jefferson,197
Byron,Peach,155
Atkins,Pope,113
Brooklet,Bulloch,48
Dover,Pope,136
Bentonville,Benton,395
Adamsville,Jefferson,176
Miramar Beach,Walton,6
Albertville,Marshall,322
Greers Ferry,Cleburne,184
Bethel Heights,Benton,411
McDonald Chapel,Jefferson,178
Forest,Scott,144
Freeport,Walton,10
Arab,Marshall,336
Guntersville,Marshall,194
Guyton,Effingham,29
Minor,Jefferson,177
Fisher,Poinsett,71
Eureka Springs,Carroll,382
Mount Olive,Jefferson,185
Harrisburg,Poinsett,95
Green Forest,Carroll,408
Flowood,Rankin,82
Ocracoke,Hyde,1
Berryville,Carroll,379
Brandon,Rankin,147
Fairfield,Jefferson,171
Fultondale,Jefferson,186
Gilt Edge,Tipton,83
Ash Flat,Sharp,202
Nellieburg,Lauderdale,99
Evening Shade,Sharp,143
Buena Vista,Marion,210
Gardendale,Jefferson,207
Athens,McMinn,262
Hardy,Sharp,115
Ladonia,Russell,143
Graysville,Jefferson,170
Etowah,McMinn,246
Brogden,Wayne,53
Harrison,Boone,320
Eastman,Dodge,106
Bessemer,Jefferson,155
Birmingham,Jefferson,187
Goldsboro,Wayne,33
Flippin,Marion,198
Ellaville,Schley,174
Ailey,Montgomery,75
Brighton,Jefferson,155
Buies Creek,Harnett,63
Bull Shoals,Marion,244
Glennville,Tattnall,52
Bearden,Ouachita,73
Dunn,Harnett,63
Gassville,Baxter,234
Westport,Lincoln,239
Briarcliff,Baxter,219
Glenwood,Wheeler,59
Camden,Ouachita,62
Greenway,Clay,87
Hagan,Evans,58
Bostwick,Morgan,233
Lowesville,Lincoln,239
Dunlap,Sequatchie,217
Gray,Washington,480
Bellville,Evans,56
Bowdon,Carroll,332
Camden,Wilcox,64
Greenwood,Leflore,40
Bald Knob,White,69
Spurgeon,Washington,431
Beebe,White,74
Oak Grove,Washington,428
Lithia Springs,Douglas,318
Isle of Hope,Chatham,4
Bradford,White,78
Montgomery,Chatham,4
Cricket,Wilkes,384
Hampton,Calhoun,62
Murrells Inlet,Georgetown,5
Hays,Wilkes,414
Garden City,Chatham,5
Gruetli-Laager,Grundy,584
Georgetown,Georgetown,5
Millers Creek,Wilkes,432
Bloomingdale,Chatham,6
Cashiers,Jackson,1062
Americus,Sumter,131
Seven Lakes,Moore,174
Greensboro,Greene,195
Moravian Falls,Wilkes,364
Andersonville,Sumter,123
Albemarle,Stanly,145
New Hope,Lowndes,67
Mulberry,Wilkes,404
Bay Springs,Jasper,129
Balfour,Henderson,646
Eupora,Webster,117
Pleasant Hill,Wilkes,346
Eufaula,Barbour,80
Barker Heights,Henderson,647
Martinez,Columbia,110
Bean Station,Grainger,350
Abbeville,Wilcox,77
Valley Hill,Henderson,665
Grovetown,Columbia,146
Blaine,Grainger,293
Allenhurst,Liberty,18
Mountain Home,Henderson,649
Harlem,Columbia,163
Forest Hills,Davidson,199
Flemington,Liberty,6
Harrison,Hamilton,230
Forest Park,Clayton,302
Goodlettsville,Davidson,145
Brundidge,Pike,144
Middle Valley,Hamilton,213
Hampton,Henry,268
Belle Meade,Davidson,171
Graham,Appling,73
Berry Hill,Davidson,163
Ooltewah,Hamilton,232
Fouke,Miller,95
Baxley,Appling,62
East Ridge,Hamilton,239
Holt,Tuscaloosa,116
Erin,Houston,136
Eudora,Chicot,42
Greenville,Butler,134
Ardmore,Giles,270
Camden,Benton,137
Elkton,Giles,200
Fayetteville,Fayette,286
Midway,La Salle,62
Green Hill,Wilson,197
Barling,Sebastian,148
Alabaster,Shelby,153
Fayette,Jefferson,86
Rural Hill,Wilson,177
Fort Smith,Sebastian,134
Calera,Shelby,154
Ashburn,Turner,130
Calico Rock,Izard,125
Greenwood,Sebastian,160
Aliceville,Pickens,58
Fitzgerald,Ben Hill,110
Banner Hill,Unicoi,511
Hackett,Sebastian,164
Greenville,Washington,40
Ellisville,Jones,78
Black Rock,Lawrence,96
Grantville,Coweta,265
Ambrose,Coffee,95
Hartford,Sebastian,199
Bonanza,Sebastian,167
McLeansville,Guilford,232
Goose Creek,Berkeley,9
Broxton,Coffee,87
Rock Mills,Randolph,238
Fort Gaines,Clay,68
Augusta,Woodruff,66
Greensboro,Guilford,252
Earle,Crittenden,63
Glen Raven,Alamance,213
Barnwell,Barnwell,66
Abbeville,Henry,137
Evergreen,Conecuh,83
Gilmore,Crittenden,69
Altamahaw,Alamance,193
Eatonton,Putnam,172
Brookhaven,Lincoln,149
Grand Junction,Hardeman,174
Saxapahaw,Alamance,134
Bradley,Lafayette,78
Alma,Bacon,60
Bolivar,Hardeman,136
Buckner,Lafayette,89
Woodlawn,Alamance,184
Albany,Dougherty,62
Booneville,Logan,153
Flovilla,Butts,164
Graham,Alamance,194
Burlington,Alamance,198
Putney,Dougherty,60
Brevard,Transylvania,678
Ephesus,Heard,379
Gorman,Durham,111
Arlington,Calhoun,92
Gastonia,Gaston,245
Franklin,Heard,205
Durham,Durham,122
Edison,Calhoun,90
Belmont,Gaston,208
West Crossett,Ashley,46
Elkins,Washington,371
Elba,Coffee,59
Bessemer City,Gaston,275
North Crossett,Ashley,46
Elm Springs,Washington,361
Enterprise,Coffee,108
James City,Craven,4
Hamburg,Ashley,49
Farmington,Washington,363
Blackshear,Pierce,34
Bartlett,Shelby,85
El Dorado,Union,82
Fayetteville,Washington,427
Andalusia,Covington,106
Germantown,Shelby,115
Calion,Union,29
Greenland,Washington,381
Gallaway,Fayette,86
Blakely,Early,80
Durant,Holmes,81
Wanchese,Dare,2
Alexandria,Rapides,23
Finger,McNairy,135
Griffin,Spalding,297
Dyer,Gibson,112
Fayetteville,Lincoln,215
Saint Simons Island,Glynn,3
Belzoni,Humphreys,34
Dyersburg,Dyer,94
Greenbrier,Faulkner,110
Brunswick,Glynn,3
Edge Hill,Glascock,146
Baneberry,Jefferson,326
Baconton,Mitchell,53
Sewanee,Franklin,588
Gibson,Glascock,106
Mascot,Knox,263
Camilla,Mitchell,54
Hopewell,Bradley,220
Avera,Jefferson,137
Lake Tansi,Cumberland,585
Hattiesburg,Forrest,50
Brent,Bibb,73
Ingold,Sampson,30
Fifty-Six,Stone,265
Adel,Cook,73
Greenville,Meriwether,263
Ivanhoe,Sampson,9
Bunkie,Avoyelles,20
Walterhill,Rutherford,166
Eunice,Saint Landry,14
Barnesville,Lamar,261
Bonnetsville,Sampson,51
Funston,Colquitt,107
Eagleville,Rutherford,235
Forsyth,Monroe,222
Yulee,Nassau,11
Spivey's Corner,Sampson,58
Berlin,Colquitt,80
Fairview,Williamson,251
Hardwick,Baldwin,82
Vann Crossroads,Sampson,57
Franklin,Williamson,197
Point Clear,Baldwin,3
Gray,Jones,184
Keener,Sampson,54
Brentwood,Williamson,226
Fairhope,Baldwin,37
Huguley,Chambers,214
Plain View,Sampson,64
Bethlehem,Alexander,344
Foley,Baldwin,25
Alexander City,Tallapoosa,214
Belleville,Yell,111
Stony Point,Alexander,323
Gulf Shores,Baldwin,2
Red Chute,Bossier,65
Ducktown,Polk,528
Midtown,Roane,252
Bay Minette,Baldwin,82
Bossier City,Bossier,53
Vander,Cumberland,38
Harriman,Roane,244
Atmore,Escambia,87
Allentown,Wilkinson,131
Fayetteville,Cumberland,31
Seymour,Sevier,285
East Brewton,Escambia,30
Gordon,Wilkinson,106
Five Forks,Greenville,267
Gatlinburg,Sevier,393
Brewton,Escambia,25
Bastrop,Morehouse,50
Gantt,Greenville,301
Welcome,Davidson,264
Geneva,Geneva,29
Greensboro,Hale,86
Golden Grove,Greenville,264
Gosnell,Mississippi,76
Hannahs Mill,Upson,225
Hartford,Geneva,83
Judson,Greenville,299
Blytheville,Mississippi,78
Sunset Village,Upson,229
Fargo,Clinch,34
Berea,Greenville,317
Lincoln Park,Upson,215
Icard,Burke,362
Grand Bay,Mobile,25
City View,Greenville,299
Fernandina Beach,Nassau,3
Bogue Chitto,Neshoba,148
Salem,Burke,371
Theodore,Mobile,18
Sans Souci,Greenville,309
Tucker,Neshoba,146
Friendship,Crockett,122
Pearl River,Neshoba,159
Taylors,Greenville,282
Bells,Crockett,99
Tillmans Corner,Mobile,25
Standing Pine,Leake,132
Welcome,Greenville,300
Bay,Craighead,70
Bayou La Batre,Mobile,2
Fountain Inn,Greenville,264
Bono,Craighead,79
Attapulgus,Decatur,98
Greenville,Greenville,300
West Marion,McDowell,447
Gulf Hills,Jackson,4
Bainbridge,Decatur,37
Batesville,Independence,103
Cairo,Grady,74
Archdale,Randolph,264
Barwick,Thomas,81
Asheboro,Randolph,256
Helena,Jackson,4
Greenback,Loudon,274
Hurley,Jackson,30
Big Point,Jackson,16
Vancleave,Jackson,9
Wade,Jackson,12
Latimer,Jackson,22
Gautier,Jackson,2
Gardere,East Baton Rouge,7
Baker,East Baton Rouge,24
Merrydale,East Baton Rouge,16
Baton Rouge,East Baton Rouge,14
Lacombe,Saint Tammany,4
Gretna,Gadsden,90
Woodville,Leon,11
Saucier,Harrison,49
Lyman,Harrison,22
Gulfport,Harrison,6
Biloxi,Harrison,6
Kiln,Hancock,7
Pearlington,Hancock,3
Bay Saint Louis,Hancock,7
Blountstown,Calhoun,20
Bristol,Liberty,51
Five Points,Columbia,51
Watertown,Columbia,56
Atlantic Beach,Duval,1
Laguna Beach,Bay,7
Callaway,Bay,10
Cecilia,Saint Martin,8
Breaux Bridge,Saint Martin,7
Carlyss,Calcasieu,3
Moss Bluff,Calcasieu,7
Prien,Calcasieu,4
Broussard,Lafayette,10
Gonzales,Ascension,3
Garyville,Saint John the Baptist,2
Wallace,Saint John the Baptist,6
Laplace,Saint John the Baptist,3
Reserve,Saint John the Baptist,4
Fruit Cove,Saint Johns,3
Palm Valley,Saint Johns,2
Saint Augustine Shores,Saint Johns,8
Saint Rose,Saint Charles,3
Conehatta,Newton,147
Hahnville,Saint Charles,4
Deville,Rapides,23
Forest Hills,Jefferson,201
Ensley,Escambia,41
Glenview,Jefferson,137
Boaz,Marshall,325
Ama,Saint Charles,3
Escatawpa,Jackson,4
Goose Creek,Jefferson,129
Diamondhead,Hancock,20
Shannon,Floyd,213
Graymoor-Devondale,Jefferson,179
Edgard,Saint John the Baptist,4
Lindale,Floyd,203
Green Spring,Jefferson,188
Winnsboro Mills,Fairfield,171
Crescent Beach,Saint Johns,2
Bayou Gauche,Saint Charles,1
Beechwood Village,Jefferson,162
Gillett,Arkansas,56
Des Allemands,Saint Charles,1
Bellemeade,Jefferson,182
Batesville,Panola,71
Boutte,Saint Charles,1
Franklin Springs,Franklin,248
Destrehan,Saint Charles,3
Blue Ridge Manor,Jefferson,208
Estelle,Jefferson,0
Frankfort,Franklin,154
North Hartsville,Darlington,63
Hartsville,Darlington,66
Taft,Saint Charles,4
Eastpoint,Franklin,2
Blaine,Lawrence,201
Flowery Branch,Hall,342
Cut Off,Lafourche,2
Gainesville,Hall,378
Ekron,Meade,200
Empire,Plaquemines,1
Reed Creek,Hart,250
Killona,Saint Charles,9
Brandenburg,Meade,173
East Palatka,Putnam,4
Hartwell,Hart,246
Camargo,Montgomery,281
Dulac,Terrebonne,1
Luling,Saint Charles,2
Altheimer,Jefferson,63
Brooks,Bullitt,156
East Bronson,Levy,18
Frenchburg,Menifee,266
Gillsville,Banks,287
De Leon Springs,Volusia,15
Antreville,Abbeville,220
Hardinsburg,Breckinridge,216
Montz,Saint Charles,5
Abbeville,Abbeville,180
Doctor Phillips,Orange,37
Elizabethtown,Hardin,221
Fulton,Itawamba,104
Fairview Shores,Orange,27
Bardstown,Nelson,197
New Sarpy,Saint Charles,1
Adairsville,Bartow,219
Conway,Orange,32
Fairfield,Nelson,219
Emerson,Bartow,255
Elfers,Pasco,11
Bloomfield,Nelson,206
Euharlee,Bartow,208
Dover,Hillsborough,31
Norco,Saint Charles,3
Harrodsburg,Mercer,259
Ball Ground,Cherokee,336
Ellenton,Manatee,3
Burgin,Mercer,272
Bradley,Greenwood,177
Cortez,Manatee,1
Masonville,Daviess,128
Promised Land,Greenwood,190
Cypress Quarters,Okeechobee,8
Paradis,Saint Charles,1
Greenwood,Greenwood,202
Englewood,Sarasota,3
Berea,Madison,312
Hightsville,New Hanover,6
Cleveland,Charlotte,2
Campton,Wolfe,293
Castle Hayne,New Hanover,5
Estero,Lee,3
Harvey,Jefferson,1
Allen,Floyd,196
Duck Key,Monroe,0
Sea Breeze,New Hanover,2
Wrightsboro,New Hanover,10
Phelps,Pike,255
South Range,Houghton,347
Lake Linden,Houghton,188
Jefferson,Jefferson,1
Murraysville,New Hanover,11
Elkhorn City,Pike,241
Laurium,Houghton,377
Myrtle Grove,New Hanover,8
Fordsville,Ohio,152
Avondale,Jefferson,1
Copper City,Houghton,267
Ogden,New Hanover,14
Hartford,Ohio,127
Barataria,Jefferson,1
Garden,Delta,180
Bishopville,Lee,68
Beaver Dam,Ohio,125
De Tour Village,Chippewa,183
Boiling Spring Lakes,Brunswick,16
Bradfordsville,Marion,213
Pellston,Emmet,213
Glenwood,Pike,171
Beattyville,Lee,204
Bridge City,Jefferson,1
Boyne Falls,Charlevoix,217
Amity,Clark,156
Calhoun,McLean,120
Empire,Leelanau,186
Arkadelphia,Clark,75
Annville,Jackson,336
Terrytown,Jefferson,-1
Northport,Leelanau,185
Gurdon,Clark,62
Earlington,Hopkins,129
Suttons Bay,Leelanau,182
Guin,Marion,136
Hanson,Hopkins,133
Kingsley,Grand Traverse,295
Hamilton,Marion,148
Dycusburg,Crittenden,114
Waggaman,Jefferson,2
Fife Lake,Grand Traverse,323
Hanceville,Cullman,165
Booneville,Owsley,216
Sterling,Arenac,228
Brodhead,Rockcastle,285
Florence,Florence,42
Turner,Arenac,193
Campbellsville,Taylor,248
Haleyville,Winston,287
Twining,Arenac,196
Greensburg,Green,183
Garden City,Horry,6
Kinde,Huron,213
Bucksport,Horry,6
Bonnieville,Hart,198
Lafitte,Jefferson,1
Elkton,Huron,195
Socastee,Horry,6
Buckhorn,Perry,230
Port Austin,Huron,182
Little River,Horry,11
Ledbetter,Livingston,106
Marrero,Jefferson,1
Metairie,Jefferson,1
Port Hope,Huron,186
Red Hill,Horry,10
Grand Rivers,Livingston,118
Owendale,Huron,195
Arcade,Jackson,264
Drakesboro,Muhlenberg,135
River Ridge,Jefferson,1
Pigeon,Huron,190
Elberton,Elbert,213
Greenville,Muhlenberg,160
Gretna,Jefferson,0
Sebewaing,Huron,179
Bowman,Elbert,239
Bremen,Muhlenberg,140
Harahan,Jefferson,2
Forest Acres,Richland,75
Fredonia,Caldwell,130
Ubly,Huron,239
Middleburg,Clay,10
Emmett,Saint Clair,237
Eubank,Pulaski,367
Smoke Rise,Blount,310
Attalla,Etowah,167
Dundee,Monroe,203
Ferguson,Pulaski,285
Gadsden,Etowah,167
Estral Beach,Monroe,174
Burnside,Pulaski,263
Green Cove Springs,Clay,5
Maybee,Monroe,194
Brownsville,Edmonson,166
Glencoe,Etowah,172
South Rockwood,Monroe,179
North Corbin,Laurel,338
Red Bank,Lexington,104
Burlington,Boone,256
McRoberts,Letcher,437
Arabi,Saint Bernard,1
Alpharetta,Fulton,346
Florence,Boone,282
Fleming-Neon,Letcher,424
Atlanta,Fulton,320
Chalmette,Saint Bernard,1
Alexandria,Campbell,269
Blackey,Letcher,307
East Point,Fulton,319
Fort Thomas,Campbell,262
Barlow,Ballard,114
Fairburn,Fulton,315
Bellevue,Campbell,167
Blandville,Ballard,141
Hapeville,Fulton,303
California,Campbell,151
Gould,Lincoln,50
Hendron,McCracken,112
Edgewood,Kenton,263
Elsmere,Kenton,280
Massac,McCracken,140
Grady,Lincoln,56
Cane Savannah,Sumter,56
Erlanger,Kenton,278
Reidland,McCracken,123
Bowling Green,Warren,161
Cherryvale,Sumter,63
Fairview,Kenton,163
Fort Mitchell,Kenton,261
Shiloh,Sumter,37
Edmonton,Metcalfe,252
Fort Wright,Kenton,258
Stateburg,Sumter,93
Eddyville,Lyon,155
Bromley,Kenton,156
Wedgefield,Sumter,76
Glasgow,Barren,230
Adairville,Logan,183
Oakland,Sumter,103
Falmouth,Pendleton,168
Oswego,Sumter,47
Butler,Pendleton,166
Auburn,Logan,195
Allensville,Todd,180
Privateer,Sumter,52
Glencoe,Gallatin,167
Elkton,Todd,190
Augusta,Bracken,157
Rembert,Sumter,65
Germantown,Bracken,295
Duluth,Gwinnett,334
Guthrie,Todd,167
Hardin,Marshall,125
Grayson,Gwinnett,334
Brooksville,Bracken,285
Dry Ridge,Grant,290
Benton,Marshall,130
Berkeley Lake,Gwinnett,323
Calvert City,Marshall,104
Buford,Gwinnett,361
Dover,Mason,158
Ghent,Carroll,148
Barbourville,Knox,299
Fordyce,Dallas,87
Flatwoods,Greenup,208
South Wallins,Harlan,348
Auburn,Barrow,320
Russell,Barrow,299
Greenup,Greenup,160
Evarts,Harlan,480
Arkansas City,Desha,41
Harlan,Harlan,363
Bellefonte,Greenup,194
Dumas,Desha,51
Benham,Harlan,485
Bedford,Trimble,275
Aragon,Polk,226
Cadiz,Trigg,130
Gratz,Owen,137
Aberdeen,Monroe,71
Stearns,McCreary,408
Eminence,Henry,285
Amory,Monroe,73
Whitley City,McCreary,412
Campbellsburg,Henry,276
Vinings,Cobb,279
Berry,Harrison,203
Pine Knot,McCreary,433
Acworth,Cobb,277
Ewing,Fleming,288
Arlington,Carlisle,107
Austell,Cobb,283
Flemingsburg,Fleming,248
Bardwell,Carlisle,111
Mableton,Cobb,298
Buckner,Oldham,251
Burkesville,Cumberland,177
Clarks Hill,McCormick,142
Goshen,Oldham,207
Albany,Clinton,293
Willington,McCormick,148
Franklin,Simpson,216
Westwood,Boyd,207
Modoc,McCormick,122
Fountain Run,Monroe,235
Ashland,Boyd,168
Mount Carmel,McCormick,165
Gamaliel,Monroe,257
Grayson,Carter,193
Arnoldsville,Oglethorpe,238
Dover,Stewart,126
Georgetown,Scott,258
Blevins,Hempstead,128
Adams,Robertson,167
Anchorage,Jefferson,217
Ashville,Saint Clair,172
Gallatin,Sumner,164
Audubon Park,Jefferson,156
Drew,Sunflower,41
Fulton,Fulton,110
Barbourmeade,Jefferson,192
Belvedere Park,DeKalb,304
Bloomingdale,Sullivan,439
Fincastle,Jefferson,218
Scottdale,DeKalb,314
Blountville,Sullivan,469
Tucker,DeKalb,343
Walnut Hill,Sullivan,490
Bluff City,Sullivan,442
Bristol,Sullivan,511
Eolia,Pike,252
Paynesville,Pike,163
Tarrants,Pike,217
Jacksonburg,Butler,291
College Corner,Butler,299
Millville,Butler,190
New Miami,Butler,181
Seven Mile,Butler,199
Somerville,Butler,234
Harveysburg,Warren,282
Corwin,Warren,224
Maineville,Warren,246
Morrow,Warren,196
Pleasant Plain,Warren,270
South Lebanon,Warren,192
Waynesville,Warren,229
Blanchester,Clinton,295
Port William,Clinton,311
Sabina,Clinton,320
Martinsville,Clinton,332
Midland,Clinton,301
New Vienna,Clinton,342
Jacksonville,Athens,207
Coolville,Athens,213
Glouster,Athens,205
Trimble,Athens,207
Iatan,Platte,242
Farley,Platte,236
Ferrelview,Platte,291
Ridgely,Platte,294
Homestead,Ray,268
Elmira,Ray,290
Excelsior Estates,Ray,311
Rayville,Ray,299
Harvel,Montgomery,194
Irving,Montgomery,200
Coalton,Montgomery,206
Farmersville,Montgomery,196
Fillmore,Montgomery,193
Raymond,Montgomery,196
Ohlman,Montgomery,210
Panama,Montgomery,181
Schram City,Montgomery,182
Taylor Springs,Montgomery,191
Waggoner,Montgomery,195
Walshville,Montgomery,188
Wenonah,Montgomery,205
Lake Ka-Ho,Macoupin,198
Hettick,Macoupin,182
Dorchester,Macoupin,200
Eagarville,Macoupin,196
East Gillespie,Macoupin,202
Royal Lakes,Macoupin,188
Medora,Macoupin,186
Modesto,Macoupin,208
Mount Clare,Macoupin,196
Palmyra,Macoupin,205
