NAME,COUNTY,ELEV_IN_M,ELEV_IN_FT
Oxford,Johnson,229,751
Monterey,Pulaski,221,725
Silvis,Rock Island,181,594
Protivin,Howard,351,1152
Merom,Sullivan,167,548
Lockridge,Jefferson,222,728
Riceville,Howard,375,1230
Sturgeon,Boone,260,853
Rock Island,Rock Island,171,561
Maharishi Vedic City,Jefferson,241,791
Saint Martins,Cole,237,778
Long Grove,Scott,242,794
Postville,Allamakee,360,1181
Packwood,Jefferson,247,810
Centertown,Cole,262,860
Panorama Park,Scott,186,610
Spillville,Winneshiek,326,1070
Pleasant Plain,Jefferson,229,751
Olpe,Lyon,365,1197
Princeton,Scott,179,587
Ossian,Winneshiek,386,1266
Olds,Henry,222,728
Reading,Lyon,335,1099
Riverdale,Scott,184,604
Ridgeway,Winneshiek,365,1197
Rome,Henry,182,597
Pomona,Franklin,294,965
Bristol,Elkhart,236,774
Salem,Henry,218,715
Princeton,Franklin,296,971
Sioux Center,Sioux,446,1463
Middlebury,Elkhart,255,837
Orange City,Sioux,439,1440
Ottumwa,Wapello,205,673
Rantoul,Franklin,273,896
Millersburg,Elkhart,270,886
Rock Valley,Sioux,380,1247
Lucas,Lucas,272,892
Richmond,Franklin,313,1027
South Bend,Saint Joseph,211,692
Owensville,Gasconade,289,948
Sheldon,O'Brien,434,1424
Russell,Lucas,314,1030
Lakeville,Saint Joseph,257,843
Sutherland,O'Brien,435,1427
Lovilia,Monroe,279,915
Rosebud,Gasconade,273,896
New Carlisle,Saint Joseph,248,814
Paullina,O'Brien,430,1411
Silver City,Mills,319,1047
Sullivan,Franklin,299,981
North Liberty,Saint Joseph,223,732
Primghar,O'Brien,465,1526
Pacific Junction,Mills,291,955
Pacific,Franklin,142,466
Osceola,Saint Joseph,225,738
Sanborn,O'Brien,474,1555
Stanton,Montgomery,353,1158
Saint Clair,Franklin,236,774
Kingsford Heights,LaPorte,221,725
Swaledale,Cerro Gordo,351,1152
Red Oak,Montgomery,320,1050
Linn,Osage,259,850
La Crosse,LaPorte,206,676
Prescott,Adams,365,1197
Scott City,Scott,908,2979
Plymouth,Cerro Gordo,346,1135
Michiana Shores,LaPorte,186,610
Lorimor,Union,375,1230
Ransom,Ness,766,2513
Shannon City,Union,373,1224
Stover,Morgan,328,1076
Rock Falls,Cerro Gordo,336,1102
Clear Lake,Steuben,317,1040
Thayer,Union,337,1106
Rockwell,Cerro Gordo,340,1115
Orland,Steuben,293,961
Syracuse,Morgan,282,925
Oneida,Knox,248,814
Mallard,Palo Alto,372,1220
Lagrange,LaGrange,284,932
Susank,Barton,599,1965
Pontiac,Livingston,196,643
Schuyler,Colfax,412,1352
Olmitz,Barton,614,2014
Rodman,Palo Alto,364,1194
Sargent,Custer,706,2316
Ruthven,Palo Alto,438,1437
Pawnee Rock,Barton,594,1949
Chatsworth,Livingston,222,728
Louisville,Cass,324,1063
Liebenthal,Rush,601,1972
Ord,Valley,625,2051
Peterson,Clay,381,1250
Otis,Rush,621,2037
Sylvania,Lucas,203,666
Rossie,Clay,430,1411
Plattsmouth,Cass,299,981
Lockport,Will,181,594
Royal,Clay,431,1414
Seward,Seward,454,1489
Rush Center,Rush,608,1995
Orleans,Orange,193,633
Port Clinton,Ottawa,176,577
Rockford,Floyd,307,1007
Lincoln,Lancaster,366,1201
La Fontaine,Wabash,245,804
Paoli,Orange,190,623
Plano,Kendall,198,650
Rudd,Floyd,338,1109
Randalia,Fayette,340,1115
Lagro,Wabash,215,705
Lincolnville,Marion,433,1421
Cedar Lake,Lake,216,709
Saint Lucas,Fayette,322,1056
North Manchester,Wabash,236,774
Lowell,Lake,204,669
Lost Springs,Marion,455,1493
Luana,Clayton,345,1132
Markle,Huntington,238,781
Merrillville,Lake,200,656
Tampa,Marion,434,1424
Strawberry Point,Clayton,372,1220
Mount Etna,Huntington,247,810
Munster,Lake,186,610
Peabody,Marion,420,1378
Ramona,Marion,433,1421
New Chicago,Lake,194,636
Osterdock,Clayton,195,640
Peru,Miami,199,653
Bunker Hill,Miami,250,820
Portage,Porter,194,636
Saint Olaf,Clayton,261,856
Borden,Clark,171,561
Rushville,Sheridan,1140,3740
Clarksville,Clark,139,456
Converse,Miami,253,830
Beverly Shores,Porter,189,620
Brooklyn,Morgan,204,669
Struble,Plymouth,387,1270
Denver,Miami,216,709
Burns Harbor,Porter,186,610
Chesterton,Porter,195,640
Macy,Miami,261,856
Oyens,Plymouth,391,1283
Monrovia,Morgan,245,804
Mooresville,Morgan,219,718
Dune Acres,Porter,191,627
Paxton,Ford,241,791
Remsen,Plymouth,406,1332
Linn Grove,Buena Vista,389,1276
Kouts,Porter,208,682
Shelby,Richland,335,1099
Morgantown,Morgan,207,679
Marathon,Buena Vista,425,1394
Paragon,Morgan,177,581
Ogden Dunes,Porter,186,610
Ontario,Richland,413,1355
Rembrandt,Buena Vista,407,1335
Orrville,Wayne,323,1060
Streator,La Salle,189,620
Terre Haute,Vigo,153,502
Rittman,Wayne,299,981
Quimby,Cherokee,361,1184
Carbon,Clay,211,692
Ottawa,La Salle,147,482
Peoria,Peoria,152,499
Palmer,Pocahontas,379,1243
Peru,La Salle,183,600
Center Point,Clay,200,656
Salem,Columbiana,374,1227
Plover,Pocahontas,369,1211
Stockton,Muscatine,222,728
Clay City,Clay,181,594
Monroe,Adams,251,823
Pocahontas,Pocahontas,376,1234
Spring Valley,Bureau,182,597
Knightsville,Clay,204,669
Princeton,Bureau,219,718
Louisiana,Pike,148,486
Rowan,Wright,369,1211
Ossian,Wells,256,840
Livermore,Humboldt,348,1142
Brookston,White,208,682
Rocheport,Boone,187,614
Corunna,DeKalb,297,974
Ligonier,Noble,267,876
McBaine,Boone,174,571
Burnettsville,White,217,712
Ottosen,Humboldt,353,1158
Cromwell,Noble,292,958
Pioneer,Humboldt,362,1188
Lone Jack,Jackson,311,1020
Chalmers,White,217,712
Riverside,Washington,198,650
Renwick,Humboldt,352,1155
Sugar Creek,Jackson,251,823
Monon,White,207,679
Spring Hill,Warren,250,820
Logansport,Cass,195,640
Rutland,Humboldt,336,1102
Saint Marys,Warren,313,1027
Raytown,Jackson,310,1017
Sandyville,Warren,286,938
Onward,Cass,234,768
Old Monroe,Lincoln,136,446
Popejoy,Franklin,353,1158
Shell Rock,Butler,278,912
Cave,Lincoln,184,604
Sidney,Fremont,356,1168
Sigourney,Keokuk,242,794
Randolph,Fremont,297,974
South English,Keokuk,257,843
Parkersburg,Butler,296,971
Sylvan Grove,Lincoln,440,1444
Silver Lake,Shawnee,278,912
Riverton,Fremont,294,965
Ollie,Keokuk,238,781
Plainfield,Bremer,287,942
Richland,Keokuk,235,771
Readlyn,Bremer,315,1033
Shambaugh,Page,298,978
Rossville,Shawnee,283,928
Shenandoah,Page,299,981
Saint Elmo,Fayette,189,620
Macksburg,Madison,385,1263
The Village of Clarkston,Oakland,306,1004
Patterson,Madison,271,889
Randolph,Cedar,505,1657
Sharpsburg,Taylor,387,1270
Mason,Effingham,177,581
Saint Charles,Madison,327,1073
Stockport,Van Buren,229,751
Maple Hill,Wabaunsee,297,974
Long Pine,Brown,732,2402
Rose Hill,Mahaska,247,810
Luxemburg,Dubuque,358,1175
Pulaski,Davis,253,830
Paxico,Wabaunsee,302,991
Swan,Marion,237,778
Sherrill,Dubuque,299,981
Maloy,Ringgold,337,1106
Robinson,Crawford,162,531
Peosta,Dubuque,321,1053
Redding,Ringgold,349,1145
Linton,Greene,162,531
Pella,Marion,270,886
Pleasantville,Marion,278,912
Rickardsville,Dubuque,314,1030
Pleasanton,Decatur,333,1093
Bloomfield,Greene,185,607
Macedonia,Pottawattamie,343,1125
Sageville,Dubuque,189,620
Lineville,Wayne,333,1093
Lyons,Greene,162,531
Seymour,Wayne,327,1073
Newberry,Greene,167,548
Stuart,Adair,369,1211
Manchester,Delaware,287,942
Orient,Adair,412,1352
Ryan,Delaware,312,1024
Promise City,Wayne,321,1053
McKittrick,Montgomery,158,518
Plymouth,Marshall,243,797
Otho,Webster,342,1122
Plano,Appanoose,315,1033
Middletown,Montgomery,208,682
Russell Springs,Logan,904,2966
Bourbon,Marshall,258,846
Rathbun,Appanoose,286,938
Saint Paul,Lee,217,712
Sharon Springs,Wallace,1059,3474
Bremen,Marshall,260,853
Syracuse,Otoe,320,1050
Schoenchen,Ellis,587,1926
Culver,Marshall,235,771
Normal,McLean,244,801
Park,Gove,838,2749
North Branch,Lapeer,247,810
Otter Lake,Lapeer,265,869
Marblehead,Ottawa,190,623
Kent City,Kent,247,810
Oak Harbor,Ottawa,178,584
Sand Lake,Kent,279,915
Lisbon,Kendall,204,669
Sparta,Kent,231,758
Millbrook,Kendall,191,627
Goodrich,Genesee,268,879
Millington,Kendall,172,564
Gaines,Genesee,261,856
Newark,Kendall,204,669
Otisville,Genesee,248,814
Oswego,Kendall,195,640
Spring Lake,Ottawa,182,597
Plattville,Kendall,183,600
Bancroft,Shiawassee,261,856
Lennon,Shiawassee,242,794
Archbold,Fulton,223,732
Morrice,Shiawassee,271,889
Delta,Fulton,220,722
New Lothrop,Shiawassee,212,696
Fayette,Fulton,241,791
Vernon,Shiawassee,238,781
Lyons,Fulton,234,768
Lake Odessa,Ionia,263,863
Metamora,Fulton,219,718
Hubbardston,Ionia,208,682
Swanton,Fulton,208,682
Saranac,Ionia,197,646
Middlefield,Geauga,343,1125
Lyons,Ionia,199,653
South Russell,Geauga,342,1122
Muir,Ionia,199,653
Blakeslee,Williams,262,860
Pewamo,Ionia,225,738
Holiday City,Williams,275,902
Eagle,Clinton,255,837
Edgerton,Williams,256,840
Elsie,Clinton,224,735
Edon,Williams,274,899
Fowler,Clinton,226,741
Montpelier,Williams,260,853
Maple Rapids,Clinton,209,686
Pioneer,Williams,268,879
Ovid,Clinton,223,732
Stryker,Williams,218,715
Westphalia,Clinton,232,761
West Unity,Williams,240,787
Harrison,Sioux,1483,4865
Arlington,Washington,362,1188
Hay Springs,Sheridan,1170,3839
Kennard,Washington,349,1145
Clinton,Sheridan,1141,3743
Herman,Washington,317,1040
Whitney,Dawes,1040,3412
Washington,Washington,350,1148
Gross,Boyd,541,1775
Grand Ridge,La Salle,198,650
Lynch,Boyd,427,1401
Kangley,La Salle,190,623
Monowi,Boyd,405,1329
Leland,La Salle,212,696
Naper,Boyd,605,1985
Leonore,La Salle,207,679
Spencer,Boyd,514,1686
Dana,La Salle,204,669
Springview,Keya Paha,746,2447
Ransom,La Salle,216,709
Kilgore,Cherry,889,2917
Rutland,La Salle,215,705
Cody,Cherry,945,3100
Lostant,La Salle,213,699
Crookston,Cherry,822,2697
Naplate,La Salle,147,482
Merriman,Cherry,992,3255
Seneca,La Salle,155,509
Nenzel,Cherry,949,3113
Sheridan,La Salle,181,594
Wood Lake,Cherry,821,2694
Tonica,La Salle,202,663
Inman,Holt,587,1926
Troy Grove,La Salle,205,673
Emmet,Holt,618,2028
Bay View,Erie,176,577
Ewing,Holt,567,1860
Berlin Heights,Erie,236,774
Page,Holt,598,1962
Milan,Erie,202,663
Stuart,Holt,658,2159
Bairdstown,Wood,225,738
Armada,Macomb,229,751
Bloomdale,Wood,227,745
Romeo,Macomb,247,810
Bradner,Wood,211,692
New Haven,Macomb,191,627
Grand Rapids,Wood,201,659
Beverly Hills,Oakland,222,728
Haskins,Wood,201,659
Bingham Farms,Oakland,218,715
Jerry City,Wood,211,692
Lake Orion,Oakland,300,984
Hoytville,Wood,216,709
Leonard,Oakland,305,1001
Custar,Wood,211,692
Holly,Oakland,282,925
Cygnet,Wood,215,705
Franklin,Oakland,255,837
Portage,Wood,209,686
Milford,Oakland,293,961
Risingsun,Wood,218,715
Ortonville,Oakland,286,938
Luckey,Wood,204,669
Oxford,Oakland,322,1056
Millbury,Wood,187,614
Wolverine Lake,Oakland,285,935
Milton Center,Wood,209,686
Bazile Mills,Knox,480,1575
North Baltimore,Wood,223,732
Santee,Knox,379,1243
Pemberville,Wood,199,653
Niobrara,Knox,375,1230
Tontogany,Wood,203,666
Winnetoon,Knox,506,1660
Walbridge,Wood,188,617
Verdel,Knox,386,1266
Wayne,Wood,213,699
Verdigre,Knox,413,1355
West Millgrove,Wood,217,712
Wausa,Knox,538,1765
Weston,Wood,207,679
Belden,Cedar,475,1558
Arlington,Bureau,229,751
Coleridge,Cedar,475,1558
La Moille,Bureau,242,794
Fordyce,Cedar,418,1371
Ladd,Bureau,198,650
Saint Helena,Cedar,379,1243
Hollowayville,Bureau,201,659
Magnet,Cedar,557,1827
Dalzell,Bureau,193,633
Obert,Cedar,409,1342
De Pue,Bureau,142,466
Wynot,Cedar,365,1197
Dover,Bureau,226,741
Johnstown,Brown,795,2608
Malden,Bureau,214,702
Newport,Rock,681,2234
Manlius,Bureau,214,702
Fowlerville,Livingston,276,906
Mineral,Bureau,195,640
Pinckney,Livingston,276,906
Neponset,Bureau,252,827
Dansville,Ingham,295,968
New Bedford,Bureau,196,643
Stockbridge,Ingham,287,942
Ohio,Bureau,275,902
Webberville,Ingham,273,896
Wyanet,Bureau,201,659
Bellevue,Eaton,264,866
Seatonville,Bureau,189,620
Dimondale,Eaton,262,860
Sheffield,Bureau,210,689
Mulliken,Eaton,264,866
Tiskilwa,Bureau,158,518
Sunfield,Eaton,264,866
Walnut,Bureau,215,705
Vermontville,Eaton,284,932
Freeport,Barry,240,787
Bishop Hill,Henry,238,781
Middleville,Barry,233,764
Hooppole,Henry,190,623
Nashville,Barry,250,820
Orion,Henry,237,778
Woodland,Barry,265,869
Woodhull,Henry,249,817
Hopkins,Allegan,217,712
Belgrade,Nance,529,1736
Martin,Allegan,253,830
Grafton,Lorain,244,801
Kipton,Lorain,259,850
Concord,Dixon,444,1457
LaGrange,Lorain,251,823
Dixon,Dixon,439,1440
Rochester,Lorain,283,928
Emerson,Dixon,455,1493
South Amherst,Lorain,241,791
Martinsburg,Dixon,382,1253
Wellington,Lorain,259,850
Maskell,Dixon,385,1263
McDonald,Trumbull,293,961
Newcastle,Dixon,393,1289
Yankee Lake,Trumbull,307,1007
Waterbury,Dixon,399,1309
West Farmington,Trumbull,265,869
Jackson,Dakota,341,1119
Lindsey,Sandusky,189,620
Helena,Sandusky,212,696
Gibsonburg,Sandusky,208,682
Norridge,Cook,195,640
Lombard,DuPage,219,718
North Riverside,Cook,188,617
Hinsdale,DuPage,213,699
Northbrook,Cook,197,646
Downers Grove,DuPage,226,741
Northfield,Cook,193,633
Glen Ellyn,DuPage,226,741
Oak Lawn,Cook,182,597
Glendale Heights,DuPage,232,761
Oak Park,Cook,189,620
Roselle,DuPage,235,771
Olympia Fields,Cook,211,692
Oak Brook,DuPage,202,663
Elgin,Van Wert,248,814
Orland Hills,Cook,214,702
Willowbrook,DuPage,223,732
Middle Point,Van Wert,237,778
Winfield,DuPage,235,771
Orland Park,Cook,215,705
Ohio City,Van Wert,250,820
Woodridge,DuPage,223,732
Palatine,Cook,226,741
Willshire,Van Wert,242,794
Hayesville,Ashland,380,1247
Palos Park,Cook,210,689
Wren,Van Wert,246,807
Villa Park,DuPage,214,702
Jeromesville,Ashland,307,1007
Wayne,DuPage,231,758
Scott,Van Wert,225,738
Park Forest,Cook,217,712
Polk,Ashland,385,1263
Westmont,DuPage,228,748
Venedocia,Van Wert,245,804
Loudonville,Ashland,296,971
Phoenix,Cook,183,600
Jefferson,Ashtabula,293,961
Beach City,Stark,306,1004
Willow Springs,Cook,188,617
Mifflin,Ashland,325,1066
Geneva-on-the-Lake,Ashtabula,184,604
Hartville,Stark,356,1168
Wilmette,Cook,194,636
Perrysville,Ashland,301,988
Rock Creek,Ashtabula,245,804
Limaville,Stark,321,1053
Winnetka,Cook,199,653
Savannah,Ashland,336,1102
Orwell,Ashtabula,271,889
Hills and Dales,Stark,342,1122
Worth,Cook,186,610
Avoca,Cass,360,1181
East Canton,Stark,355,1165
Coleta,Whiteside,249,817
Greenwood,Cass,344,1129
Schaumburg,Cook,242,794
East Sparta,Stark,296,971
Deer Grove,Whiteside,197,646
Eagle,Cass,412,1352
Schiller Park,Cook,195,640
Meyers Lake,Stark,339,1112
Erie,Whiteside,180,591
Elmwood,Cass,393,1289
Skokie,Cook,185,607
Minerva,Stark,322,1056
Lyndon,Whiteside,187,614
Manley,Cass,390,1280
South Barrington,Cook,259,850
Navarre,Stark,293,961
Tampico,Whiteside,195,640
Murdock,Cass,390,1280
South Chicago Heights,Cook,218,715
Wilmot,Stark,313,1027
Primrose,Boone,556,1824
Murray,Cass,363,1191
South Holland,Cook,183,600
Waynesburg,Stark,304,997
Petersburg,Boone,578,1896
Nehawka,Cass,304,997
Steger,Cook,217,712
Bartonville,Peoria,154,505
Ashton,Lee,251,823
South Bend,Cass,318,1043
Stickney,Cook,184,604
Bellevue,Peoria,206,676
Harmon,Lee,206,676
Union,Cass,300,984
Stone Park,Cook,195,640
Lee,Lee,286,938
Benedict,York,513,1683
Hanna City,Peoria,222,728
Streamwood,Cook,246,807
Bradshaw,York,524,1719
Kingston Mines,Peoria,141,463
Compton,Lee,296,971
Summit,Cook,187,614
Dunlap,Peoria,224,735
Gresham,York,493,1617
Franklin Grove,Lee,245,804
Thornton,Cook,182,597
Tinley Park,Cook,213,699
Nelson,Lee,199,653
Glasford,Peoria,187,614
Lushton,York,511,1676
Princeville,Peoria,225,738
McCool Junction,York,474,1555
Paw Paw,Lee,288,945
Westchester,Cook,194,636
Mapleton,Peoria,143,469
Thayer,York,485,1591
Steward,Lee,251,823
Western Springs,Cook,205,673
Waco,York,494,1621
Norwood,Peoria,212,696
Sublette,Lee,280,919
Wheeling,Cook,198,650
Doniphan,Hall,593,1946
Peoria Heights,Peoria,239,784
West Brooklyn,Lee,288,945
Kingston,DeKalb,242,794
Hanoverton,Columbiana,345,1132
Eddyville,Dawson,746,2447
Fairport Harbor,Lake,186,610
Kirkland,DeKalb,234,768
Leetonia,Columbiana,310,1017
Farnam,Dawson,839,2753
Hampton,Rock Island,179,587
Hinckley,DeKalb,227,745
Lisbon,Columbiana,294,965
Overton,Dawson,707,2320
Hillsdale,Rock Island,177,581
Malta,DeKalb,277,909
Rogers,Columbiana,313,1027
Sumner,Dawson,721,2365
Coal Valley,Rock Island,190,623
Shabbona,DeKalb,274,899
Salineville,Columbiana,277,909
Elm Creek,Buffalo,691,2267
Cordova,Rock Island,179,587
Somonauk,DeKalb,209,686
New Waterford,Columbiana,319,1047
Pleasanton,Buffalo,635,2083
Port Byron,Rock Island,184,604
Waterman,DeKalb,252,827
Summitville,Columbiana,337,1106
Riverdale,Buffalo,666,2185
Big Rock,Kane,216,709
Rapids City,Rock Island,178,584
Washingtonville,Columbiana,322,1056
Miller,Buffalo,707,2320
Hampshire,Kane,274,899
Reynolds,Rock Island,247,810
Bay View Gardens,Woodford,162,531
Shelton,Buffalo,615,2018
Kaneville,Kane,241,791
Milan,Rock Island,171,561
Benson,Woodford,232,761
Beaver Crossing,Seward,446,1463
Goodfield,Woodford,226,741
Oak Grove,Rock Island,220,722
Lily Lake,Kane,293,961
Bee,Seward,476,1562
Leigh,Colfax,489,1604
East Dundee,Kane,234,768
Kappa,Woodford,225,738
Goehner,Seward,472,1549
Howells,Colfax,445,1460
Congerville,Woodford,227,745
Elburn,Kane,260,853
Cordova,Seward,479,1572
Richland,Colfax,427,1401
Germantown Hills,Woodford,245,804
Gilberts,Kane,274,899
Garland,Seward,480,1575
Rogers,Colfax,399,1309
Roanoke,Woodford,222,728
Maple Park,Kane,263,863
Pleasant Dale,Seward,400,1312
Lindsay,Platte,515,1690
Metamora,Woodford,249,817
Montgomery,Kane,195,640
Staplehurst,Seward,452,1483
Cornlea,Platte,525,1722
Panola,Woodford,224,735
North Aurora,Kane,207,679
Utica,Seward,486,1594
Creston,Platte,495,1624
Bennet,Lancaster,389,1276
Secor,Woodford,223,732
Pingree Grove,Kane,278,912
Duncan,Platte,456,1496
Sleepy Hollow,Kane,225,738
Hallam,Lancaster,453,1486
Spring Bay,Woodford,143,469
Monroe,Platte,464,1522
South Elgin,Kane,216,709
Davey,Lancaster,382,1253
Washburn,Woodford,209,686
Platte Center,Platte,465,1526
Denton,Lancaster,380,1247
Sugar Grove,Kane,219,718
Tarnov,Platte,503,1650
Beaverdam,Allen,261,856
Firth,Lancaster,404,1325
Virgil,Kane,265,869
Inglewood,Dodge,364,1194
Bluffton,Allen,255,837
Raymond,Lancaster,373,1224
West Dundee,Kane,232,761
Dodge,Dodge,427,1401
Harrod,Allen,299,981
Roca,Lancaster,391,1283
Hyannis,Grant,1145,3757
Nickerson,Dodge,366,1201
Lafayette,Allen,283,928
Mullen,Hooker,980,3215
Malcolm,Lancaster,396,1299
Winslow,Dodge,369,1211
Elida,Allen,243,797
Bancroft,Cuming,408,1339
Panama,Lancaster,425,1394
Fort Shawnee,Allen,264,866
Snyder,Dodge,409,1342
Beemer,Cuming,412,1352
Sprague,Lancaster,389,1276
Spencerville,Allen,253,830
Uehling,Dodge,384,1260
Meadow Grove,Madison,497,1631
Ashkum,Iroquois,204,669
Dunkirk,Hardin,288,945
Arthur,Arthur,1114,3655
Forest,Hardin,283,928
Wolbach,Greeley,569,1867
Pilger,Stanton,429,1407
Beaverville,Iroquois,205,673
Iroquois,Iroquois,201,659
Halsey,Thomas,822,2697
Ridgeway,Hardin,323,1060
Scotia,Greeley,588,1929
Loda,Iroquois,237,778
Seneca,Thomas,908,2979
Spalding,Greeley,582,1909
McGuffey,Hardin,296,971
Arnold,Custer,823,2700
Crescent City,Iroquois,195,640
Thedford,Thomas,871,2858
Mount Victory,Hardin,317,1040
Berwyn,Custer,725,2379
Patterson,Hardin,282,925
Danforth,Iroquois,199,653
Bartlett,Wheeler,663,2175
Comstock,Custer,685,2247
Lorton,Otoe,314,1030
Donovan,Iroquois,205,673
Ericson,Wheeler,618,2028
Douglas,Otoe,386,1266
Martinton,Iroquois,191,627
Dunning,Blaine,798,2618
Mason City,Custer,689,2260
Dunbar,Otoe,324,1063
Milford,Iroquois,204,669
Taylor,Loup,691,2267
Merna,Custer,812,2664
Oconto,Custer,785,2575
Otoe,Otoe,339,1112
Onarga,Iroquois,205,673
Blissfield,Lenawee,210,689
Palmyra,Otoe,353,1158
Papineau,Iroquois,193,633
Clinton,Lenawee,255,837
Gandy,Logan,883,2897
Deerfield,Lenawee,207,679
Stapleton,Logan,885,2904
Talmage,Otoe,299,981
Woodland,Iroquois,195,640
Onsted,Lenawee,301,988
Elyria,Valley,641,2103
Unadilla,Otoe,337,1106
Sheldon,Iroquois,208,682
Arrowsmith,McLean,268,879
Thawville,Iroquois,210,689
Quincy,Branch,310,1017
North Loup,Valley,598,1962
Wellington,Iroquois,213,699
Bellflower,McLean,239,784
Sherwood,Branch,267,876
Berkey,Lucas,214,702
Gridley,McLean,230,755
Elsie,Perkins,1033,3389
Union City,Branch,276,906
Holland,Lucas,194,636
Madrid,Perkins,1006,3300
Heyworth,McLean,230,755
Jonesville,Hillsdale,327,1073
Waterville,Lucas,187,614
Hudson,McLean,235,771
Venango,Perkins,1096,3596
Montgomery,Hillsdale,320,1050
Whitehouse,Lucas,199,653
Colfax,McLean,230,755
New Washington,Crawford,303,994
Beecher,Will,224,735
North Adams,Hillsdale,364,1194
Bolingbrook,Will,214,702
Waldron,Hillsdale,275,902
Cooksville,McLean,234,768
North Robinson,Crawford,326,1070
Colon,Saint Joseph,263,863
Danvers,McLean,248,814
Tiro,Crawford,321,1053
Homer Glen,Will,225,738
Constantine,Saint Joseph,240,787
Downs,McLean,244,801
Kempton,Ford,223,732
Crete,Will,222,728
Mendon,Saint Joseph,257,843
Ellsworth,McLean,264,866
Elliott,Ford,238,781
Elwood,Will,197,646
White Pigeon,Saint Joseph,249,817
Roberts,Ford,238,781
Frankfort,Will,232,761
McLean,McLean,216,709
Edwardsburg,Cass,253,830
Melvin,Ford,248,814
Godley,Will,179,587
Saybrook,McLean,244,801
Piper City,Ford,205,673
Rockdale,Will,168,551
Stanford,McLean,207,679
Marcellus,Cass,273,896
Towanda,McLean,238,781
Vandalia,Cass,268,879
Sibley,Ford,251,823
Romeoville,Will,189,620
Armington,Tazewell,192,630
Craig,Burt,390,1280
Manhattan,Will,208,682
Bellville,Richland,348,1142
Green Valley,Tazewell,164,538
Decatur,Burt,326,1070
Mokena,Will,215,705
Lexington,Richland,370,1214
Hopedale,Tazewell,196,643
Lewellen,Garden,1011,3317
Monee,Will,243,797
Creve Coeur,Tazewell,209,686
Lucas,Richland,331,1086
Henry,Scotts Bluff,1231,4039
New Lenox,Will,204,669
Deer Creek,Tazewell,232,761
Shiloh,Richland,329,1079
Lyman,Scotts Bluff,1235,4052
Peotone,Will,215,705
Mackinaw,Tazewell,209,686
Plainfield,Will,188,617
Harpster,Wyandot,275,902
McGrew,Scotts Bluff,1153,3783
Minier,Tazewell,194,636
Shorewood,Will,176,577
Kirby,Wyandot,266,873
Melbeta,Scotts Bluff,1166,3825
Morrill,Scotts Bluff,1216,3989
University Park,Will,243,797
Marseilles,Wyandot,267,876
Morton,Tazewell,219,718
Terrytown,Scotts Bluff,1181,3875
Symerton,Will,195,640
North Pekin,Tazewell,147,482
